Distance,Estimated_Log10_BP,Estimated_BP
335,3.312402773365384,2053.0653499277255
445,3.139804381764188,1379.7626413936307
573,2.9389626169918874,868.8856345143574
822,2.5482626214582718,353.39680715785715
